-0.965282,0.247396,0.000000,0.974606,-0.238749,0.000000,-0.009324,-0.008647,0.000000,
-0.950375,0.260124,0.000000,0.987694,-0.225564,0.000000,-0.037319,-0.034560,0.000000,
-0.934326,0.272507,0.000000,0.999742,-0.212164,0.000000,-0.065416,-0.060343,0.000000,
-0.917094,0.284475,0.000000,1.010794,-0.198592,0.000000,-0.093700,-0.085883,0.000000,
-0.898640,0.295948,0.000000,1.020891,-0.184885,0.000000,-0.122251,-0.111063,0.000000,
-0.878932,0.306837,0.000000,1.030074,-0.171073,0.000000,-0.151143,-0.135764,0.000000,
-0.857943,0.317041,0.000000,1.038382,-0.157181,0.000000,-0.180439,-0.159861,0.000000,
-0.835656,0.326452,0.000000,1.045849,-0.143230,0.000000,-0.210193,-0.183223,0.000000,
-0.812065,0.334951,0.000000,1.052508,-0.129236,0.000000,-0.240443,-0.205716,0.000000,
-0.787181,0.342414,0.000000,1.058391,-0.115213,0.000000,-0.271210,-0.227201,0.000000,
-0.761028,0.348709,0.000000,1.063524,-0.101170,0.000000,-0.302496,-0.247539,0.000000,
-0.733650,0.353705,0.000000,1.067931,-0.087117,0.000000,-0.334281,-0.266588,0.000000,
-0.705112,0.357269,0.000000,1.071634,-0.073057,0.000000,-0.366522,-0.284212,0.000000,
-0.675499,0.359279,0.000000,1.074650,-0.058995,0.000000,-0.399152,-0.300283,0.000000,
-0.644918,0.359620,0.000000,1.076996,-0.044934,0.000000,-0.432078,-0.314686,0.000000,
-0.613493,0.358194,0.000000,1.078683,-0.030874,0.000000,-0.465189,-0.327320,0.000000,
-0.581367,0.354926,0.000000,1.079719,-0.016816,0.000000,-0.498352,-0.338111,0.000000,
-0.548693,0.349765,0.000000,1.080112,-0.002759,0.000000,-0.531419,-0.347006,0.000000,
-0.515629,0.342686,0.000000,1.079863,0.011297,0.000000,-0.564234,-0.353984,0.000000,
-0.482335,0.333697,0.000000,1.078972,0.025354,0.000000,-0.596638,-0.359050,0.000000,
-0.448963,0.322831,0.000000,1.077437,0.039410,0.000000,-0.628474,-0.362241,0.000000,
-0.415656,0.310150,0.000000,1.075251,0.053468,0.000000,-0.659594,-0.363618,0.000000,
-0.382538,0.295740,0.000000,1.072403,0.067526,0.000000,-0.689866,-0.363267,0.000000,
-0.349711,0.279706,0.000000,1.068883,0.081584,0.000000,-0.719171,-0.361290,0.000000,
-0.317258,0.262166,0.000000,1.064673,0.095639,0.000000,-0.747414,-0.357805,0.000000,
-0.285236,0.243250,0.000000,1.059755,0.109688,0.000000,-0.774518,-0.352937,0.000000,
-0.253678,0.223093,0.000000,1.054106,0.123725,0.000000,-0.800428,-0.346817,0.000000,
-0.222595,0.201832,0.000000,1.047702,0.137742,0.000000,-0.825106,-0.339574,0.000000,
-0.191979,0.179603,0.000000,1.040513,0.151730,0.000000,-0.848534,-0.331333,0.000000,
-0.161802,0.156541,0.000000,1.032508,0.165674,0.000000,-0.870706,-0.322215,0.000000,
-0.132021,0.132773,0.000000,1.023653,0.179559,0.000000,-0.891632,-0.312332,0.000000,
-0.102579,0.108425,0.000000,1.013909,0.193362,0.000000,-0.911330,-0.301787,0.000000,
-0.073408,0.083616,0.000000,1.003235,0.207059,0.000000,-0.929826,-0.290675,0.000000,
-0.044433,0.058463,0.000000,0.991588,0.220618,0.000000,-0.947154,-0.279080,0.000000,
-0.015572,0.033078,0.000000,0.978923,0.234000,0.000000,-0.963351,-0.267078,0.000000,
0.013265,0.007573,0.000000,0.965192,0.247161,0.000000,-0.978457,-0.254733,0.000000,
0.042165,-0.017941,0.000000,0.950347,0.260047,0.000000,-0.992512,-0.242105,0.000000,
0.071219,-0.043352,0.000000,0.934340,0.272595,0.000000,-1.005560,-0.229243,0.000000,
0.100516,-0.068545,0.000000,0.917124,0.284733,0.000000,-1.017640,-0.216189,0.000000,
0.130141,-0.093398,0.000000,0.898653,0.296378,0.000000,-1.028794,-0.202980,0.000000,
0.160173,-0.117787,0.000000,0.878889,0.307433,0.000000,-1.039061,-0.189646,0.000000,
0.190681,-0.141578,0.000000,0.857797,0.317792,0.000000,-1.048478,-0.176214,0.000000,
0.221724,-0.164631,0.000000,0.835354,0.327334,0.000000,-1.057078,-0.162703,0.000000,
0.253344,-0.186798,0.000000,0.811551,0.335929,0.000000,-1.064895,-0.149131,0.000000,
0.285567,-0.207924,0.000000,0.786391,0.343436,0.000000,-1.071958,-0.135513,0.000000,
0.318394,-0.227850,0.000000,0.759899,0.349707,0.000000,-1.078293,-0.121857,0.000000,
0.351801,-0.246415,0.000000,0.732124,0.354588,0.000000,-1.083925,-0.108172,0.000000,
0.385738,-0.263462,0.000000,0.703136,0.357927,0.000000,-1.088874,-0.094465,0.000000,
0.420124,-0.278841,0.000000,0.673035,0.359581,0.000000,-1.093159,-0.080740,0.000000,
0.454848,-0.292418,0.000000,0.641947,0.359416,0.000000,-1.096795,-0.066998,0.000000,
0.489774,-0.304081,0.000000,0.610020,0.357322,0.000000,-1.099794,-0.053242,0.000000,
0.524739,-0.313743,0.000000,0.577426,0.353215,0.000000,-1.102165,-0.039471,0.000000,
0.559567,-0.321355,0.000000,0.544347,0.347042,0.000000,-1.103915,-0.025687,0.000000,
0.594071,-0.326901,0.000000,0.510975,0.338790,0.000000,-1.105046,-0.011889,0.000000,
0.628061,-0.330403,0.000000,0.477498,0.328479,0.000000,-1.105559,0.001924,0.000000,
0.661360,-0.331919,0.000000,0.444092,0.316167,0.000000,-1.105452,0.015752,0.000000,
0.693801,-0.331541,0.000000,0.410917,0.301945,0.000000,-1.104718,0.029595,0.000000,
0.725241,-0.329382,0.000000,0.378109,0.285929,0.000000,-1.103350,0.043453,0.000000,
0.755562,-0.325579,0.000000,0.345775,0.268255,0.000000,-1.101337,0.057324,0.000000,
0.784671,-0.320277,0.000000,0.313994,0.249071,0.000000,-1.098664,0.071206,0.000000,
