-0.970004,0.243088,0,0,0,0,0.970004,-0.243088,0
-0.965221,0.247381,0,-0.00932407,-0.00864731,0,0.974545,-0.238733,0
-0.960315,0.251642,0,-0.0186514,-0.0172905,0,0.978966,-0.234351,0
-0.955284,0.255868,0,-0.0279853,-0.0259255,0,0.98327,-0.229942,0
-0.950127,0.260057,0,-0.0373289,-0.0345481,0,0.987456,-0.225509,0
-0.944843,0.264206,0,-0.0466855,-0.0431541,0,0.991528,-0.221052,0
-0.939429,0.268314,0,-0.0560582,-0.0517395,0,0.995487,-0.216574,0
-0.933884,0.272376,0,-0.0654502,-0.0602999,0,0.999334,-0.212077,0
-0.928207,0.276392,0,-0.0748647,-0.0688312,0,1.00307,-0.207561,0
-0.922396,0.280357,0,-0.0843046,-0.077329,0,1.0067,-0.203028,0
-0.916449,0.284268,0,-0.0937728,-0.085789,0,1.01022,-0.198479,0
-0.910366,0.288123,0,-0.103272,-0.0942069,0,1.01364,-0.193916,0
-0.904145,0.291918,0,-0.112806,-0.102578,0,1.01695,-0.18934,0
-0.897785,0.29565,0,-0.122377,-0.110898,0,1.02016,-0.184752,0
-0.891284,0.299315,0,-0.131986,-0.119163,0,1.02327,-0.180152,0
-0.884642,0.30291,0,-0.141638,-0.127367,0,1.02628,-0.175543,0
-0.877858,0.30643,0,-0.151334,-0.135506,0,1.02919,-0.170924,0
-0.87093,0.309872,0,-0.161077,-0.143576,0,1.03201,-0.166296,0
-0.863859,0.313232,0,-0.170868,-0.151571,0,1.03473,-0.161661,0
-0.856643,0.316506,0,-0.180709,-0.159487,0,1.03735,-0.15702,0
-0.849281,0.319689,0,-0.190603,-0.167318,0,1.03988,-0.152371,0
-0.841775,0.322777,0,-0.200551,-0.17506,0,1.04233,-0.147718,0
-0.834122,0.325766,0,-0.210554,-0.182707,0,1.04468,-0.143059,0
-0.826324,0.32865,0,-0.220613,-0.190255,0,1.04694,-0.138396,0
-0.818381,0.331426,0,-0.230729,-0.197697,0,1.04911,-0.133729,0
-0.810293,0.334088,0,-0.240903,-0.20503,0,1.0512,-0.129058,0
-0.80206,0.336632,0,-0.251136,-0.212248,0,1.0532,-0.124384,0
-0.793683,0.339053,0,-0.261428,-0.219345,0,1.05511,-0.119708,0
-0.785164,0.341345,0,-0.271779,-0.226316,0,1.05694,-0.115029,0
-0.776504,0.343504,0,-0.282187,-0.233155,0,1.05869,-0.110349,0
-0.767703,0.345525,0,-0.292654,-0.239858,0,1.06036,-0.105666,0
-0.758764,0.347402,0,-0.303178,-0.246419,0,1.06194,-0.100983,0
-0.749689,0.349131,0,-0.313758,-0.252833,0,1.06345,-0.0962977,0
-0.74048,0.350706,0,-0.324392,-0.259094,0,1.06487,-0.0916119,0
-0.731139,0.352123,0,-0.335079,-0.265198,0,1.06622,-0.0869252,0
-0.72167,0.353377,0,-0.345816,-0.271139,0,1.06749,-0.0822379,0
-0.712074,0.354462,0,-0.356602,-0.276912,0,1.06868,-0.0775502,0
-0.702357,0.355374,0,-0.367434,-0.282512,0,1.06979,-0.0728621,0
-0.69252,0.356109,0,-0.378308,-0.287935,0,1.07083,-0.0681739,0
-0.682569,0.356661,0,-0.389221,-0.293176,0,1.07179,-0.0634854,0
-0.672507,0.357028,0,-0.400171,-0.298231,0,1.07268,-0.058797,0
-0.662338,0.357203,0,-0.411152,-0.303095,0,1.07349,-0.0541085,0
-0.652068,0.357184,0,-0.422161,-0.307764,0,1.07423,-0.0494201,0
-0.641701,0.356967,0,-0.433193,-0.312235,0,1.07489,-0.0447318,0
-0.631241,0.356548,0,-0.444244,-0.316504,0,1.07549,-0.0400435,0
-0.620695,0.355924,0,-0.455308,-0.320569,0,1.076,-0.0353555,0
-0.610069,0.355093,0,-0.466381,-0.324425,0,1.07645,-0.0306675,0
-0.599366,0.354051,0,-0.477457,-0.328072,0,1.07682,-0.0259797,0
-0.588594,0.352797,0,-0.48853,-0.331505,0,1.07712,-0.021292,0
-0.577758,0.351328,0,-0.499595,-0.334724,0,1.07735,-0.0166044,0
-0.566865,0.349644,0,-0.510646,-0.337727,0,1.07751,-0.0119169,0
-0.55592,0.347742,0,-0.521677,-0.340513,0,1.0776,-0.00722952,0
-0.544929,0.345623,0,-0.532682,-0.343081,0,1.07761,-0.00254214,0
-0.5339,0.343285,0,-0.543654,-0.34543,0,1.07755,0.00214521,0
-0.522837,0.340728,0,-0.554588,-0.347561,0,1.07742,0.00683257,0
-0.511747,0.337954,0,-0.565477,-0.349474,0,1.07722,0.01152,0
