-0.945179,0.264326,0.000000,0.991799,-0.221089,0.000000,-0.046620,-0.043237,0.000000,
-0.851198,0.321237,0.000000,1.040389,-0.151970,0.000000,-0.189190,-0.169266,0.000000,
-0.725640,0.358896,0.000000,1.067515,-0.081009,0.000000,-0.341875,-0.277887,0.000000,
-0.572061,0.362952,0.000000,1.076656,-0.009809,0.000000,-0.504596,-0.353143,0.000000,
-0.403917,0.323776,0.000000,1.069460,0.061320,0.000000,-0.665544,-0.385095,0.000000,
-0.236601,0.244823,0.000000,1.045643,0.132427,0.000000,-0.809042,-0.377251,0.000000,
-0.076259,0.139016,0.000000,1.002834,0.203134,0.000000,-0.926575,-0.342149,0.000000,
0.081746,0.020453,0.000000,0.936234,0.271427,0.000000,-1.017980,-0.291879,0.000000,
0.248335,-0.096891,0.000000,0.838547,0.331091,0.000000,-1.086881,-0.234200,0.000000,
0.434345,-0.193823,0.000000,0.702954,0.366911,0.000000,-1.137299,-0.173087,0.000000,
0.636673,-0.243939,0.000000,0.535566,0.354097,0.000000,-1.172239,-0.110158,0.000000,
0.828578,-0.235228,0.000000,0.364615,0.281047,0.000000,-1.193194,-0.045819,0.000000,
0.987393,-0.186373,0.000000,0.212676,0.166545,0.000000,-1.200069,0.019828,0.000000,
1.112540,-0.120356,0.000000,0.078931,0.034093,0.000000,-1.191471,0.086263,0.000000,
1.211660,-0.049236,0.000000,-0.046483,-0.102759,0.000000,-1.165177,0.151995,0.000000,
1.291553,0.022238,0.000000,-0.172831,-0.236330,0.000000,-1.118722,0.214092,0.000000,
1.356860,0.092450,0.000000,-0.306591,-0.360328,0.000000,-1.050269,0.267878,0.000000,
1.410546,0.160995,0.000000,-0.450703,-0.468160,0.000000,-0.959844,0.307165,0.000000,
1.454444,0.227904,0.000000,-0.603917,-0.553412,0.000000,-0.850527,0.325509,0.000000,
1.489614,0.293316,0.000000,-0.761072,-0.611771,0.000000,-0.728542,0.318455,0.000000,
1.516587,0.357335,0.000000,-0.915070,-0.642759,0.000000,-0.601517,0.285425,0.000000,
1.535523,0.419947,0.000000,-1.059628,-0.649646,0.000000,-0.475896,0.229698,0.000000,
1.546350,0.480983,0.000000,-1.190963,-0.637669,0.000000,-0.355388,0.156686,0.000000,
1.548872,0.540089,0.000000,-1.307802,-0.612148,0.000000,-0.241070,0.072059,0.000000,
1.542874,0.596736,0.000000,-1.410543,-0.577456,0.000000,-0.132332,-0.019280,0.000000,
1.528204,0.650240,0.000000,-1.500391,-0.536799,0.000000,-0.027814,-0.113441,0.000000,
1.504836,0.699804,0.000000,-1.578798,-0.492370,0.000000,0.073962,-0.207434,0.000000,
1.472904,0.744573,0.000000,-1.647167,-0.445613,0.000000,0.174264,-0.298961,0.000000,
1.432713,0.783690,0.000000,-1.706730,-0.397451,0.000000,0.274017,-0.386239,0.000000,
1.384732,0.816342,0.000000,-1.758518,-0.348464,0.000000,0.373786,-0.467878,0.000000,
1.329560,0.841801,0.000000,-1.803366,-0.299002,0.000000,0.473806,-0.542800,0.000000,
1.267902,0.859447,0.000000,-1.841938,-0.249272,0.000000,0.574036,-0.610175,0.000000,
1.200532,0.868778,0.000000,-1.874752,-0.199389,0.000000,0.674220,-0.669389,0.000000,
1.128264,0.869420,0.000000,-1.902204,-0.149409,0.000000,0.773939,-0.720011,0.000000,
1.051925,0.861119,0.000000,-1.924583,-0.099351,0.000000,0.872657,-0.761768,0.000000,
0.972333,0.843744,0.000000,-1.942090,-0.049215,0.000000,0.969757,-0.794529,0.000000,
0.890281,0.817278,0.000000,-1.954851,0.001010,0.000000,1.064570,-0.818288,0.000000,
0.806516,0.781817,0.000000,-1.962916,0.051340,0.000000,1.156400,-0.833156,0.000000,
0.721729,0.737567,0.000000,-1.966273,0.101783,0.000000,1.244544,-0.839350,0.000000,
0.636535,0.684847,0.000000,-1.964844,0.152339,0.000000,1.328309,-0.837187,0.000000,
0.551458,0.624086,0.000000,-1.958491,0.202991,0.000000,1.407032,-0.827077,0.000000,
0.466914,0.555829,0.000000,-1.947009,0.253693,0.000000,1.480095,-0.809523,0.000000,
0.383188,0.480738,0.000000,-1.930132,0.304363,0.000000,1.546944,-0.785102,0.000000,
0.300422,0.399596,0.000000,-1.907525,0.354867,0.000000,1.607103,-0.754463,0.000000,
0.218597,0.313307,0.000000,-1.878793,0.405000,0.000000,1.660196,-0.718306,0.000000,
0.137527,0.222902,0.000000,-1.843482,0.454465,0.000000,1.705955,-0.677366,0.000000,
0.056866,0.129534,0.000000,-1.801093,0.502850,0.000000,1.744227,-0.632384,0.000000,
-0.023870,0.034486,0.000000,-1.751104,0.549599,0.000000,1.774975,-0.584084,0.000000,
-0.105264,-0.060841,0.000000,-1.693004,0.593988,0.000000,1.798268,-0.533146,0.000000,
